id,label
2483633544,0
2502555776,0
2503826820,0
2516170776,0
2522790802,1
2525935565,1
2526948791,1
2527320006,0
2532347594,1
2537336862,1
2538518632,1
2543262993,0
2543716191,1
2558198717,1
2558229298,1
2558696930,0
2561435297,1
2561919564,1
2564325238,0
2569557896,0
2576158834,1
2576856804,1
2577133904,1
2577271009,1
2579884826,0
2590812362,1
2592105822,1
2592193529,0
2593582251,1
2599351631,0
2599694566,0
2601489808,0
2605315791,0
2608163051,1
2613454018,0
2614221298,0
2629465136,0
2636747343,0
2639437149,0
2644543728,1
2651432842,1
2658046338,0
2659178424,0
2667563659,1
2681285959,0
2688104525,0
2689850553,0
2690253618,0
2693303485,0
2704297494,1
2707518264,0
2709521070,0
2728865294,0
2730330802,0
2745941478,1
2753045671,0
2763466530,0
2781885146,1
2789906668,0
2790502711,0
2790510891,0
2793182010,1
2809126713,0
2818152442,1
2831987669,1
2832762916,0
2834150019,0
2835066399,1
2835287487,1
2837466299,1
2837658832,1
2843527165,0
2844780387,1
2852596229,0
2852707703,0
2856170843,1
2859555318,1
2859754428,1
2861309138,1
2861586172,1
2862785695,0
2874604968,1
2881436828,0
2890375877,1
2890419949,0
2893891935,0
2903417465,0
2906323615,0
2910531219,0
2912736821,0
2915484776,0
2916185896,1
2918626587,0
2919093163,1
2932859160,0
2946221734,1
2955563443,0
2957055539,0
2963370889,0
2994374623,0
3001461957,0
3002339381,0
3012192448,0
3013019453,0
3014129721,0
3023222571,1
3032195248,0
3037730014,0
3038969387,0
3063511950,0
3067317611,0
3073018258,0
3079996806,0
3087299161,0
3090600292,0
3093752418,0
3099672255,1
3108806888,1
3113501401,1
3115145061,0
3117131253,0
3120768028,0
3145120709,1
3150617796,0
3173198413,1
3180177492,1
3186045330,1
3186341044,0
3186644976,0
3206609212,0
3207444663,0
3207552724,0
3209681443,1
3239363638,0
3251463564,1
3254279503,0
3260844741,0
3265682119,0
3270022993,1
3272649154,1
3280806217,1
3280924235,0
3289126014,0
3294472390,0
3319671955,0
3330434964,0
3332617139,0
3338725921,0
3341138733,0
3347554213,0
3350904458,1
3375152923,0
3386550124,0
3396547944,0
3397117527,0
3403929447,0
3414017387,1
3419872606,1
3438257108,0
3450146609,0
3450149901,0
3450153887,0
3450963634,0
3450964944,0
3450968968,0
3451240288,1
3452453068,1
3452912125,0
3453388473,0
3454546091,1
3457555017,0
3464634242,1
3467394946,0
3483809003,1
3484427649,1
3484528140,0
3487916084,1
3491933975,0
3500405004,0
3510397466,0
3541187077,0
3548830619,0
3596958599,0
3619122539,0
3621530307,0
3622042662,0
3622689328,1
3634632451,1
3640330571,0
3640406265,1
3660419444,1
3669444458,0
3682219811,0
3683491016,0
3688881154,0
3693877810,0
3696362695,0
3698120636,1
3704837083,0
3712805295,0
3754487614,0
3770718930,0
3778417632,1
3780261565,0
3783394748,0
3799702231,0
3814675936,0
3823910402,0
3841571678,0
3843337492,1
3845571212,0
3850221152,0
3856672170,0
3876318205,0
3883854513,0
3890854498,0
3895135481,1
3906981161,0
3926508943,0
3926975589,1
3927022879,0
3945816074,1
3951602623,1
3953613391,0
3959276392,0
3980705452,1
3983427907,0
3991047601,0
3994494875,1
3995105891,0
4009154014,0
4010194750,1
4022917467,0
4033271417,1
4056260707,0
4059135767,0
4067746638,0
4071801058,0
4072279718,1
4078264257,0
4080365286,1
4094832223,0
4097994609,0
4109157328,0
4114389717,0
4124534151,1
4128337134,1
4139377386,0
4139837007,1
4140032714,0
4150032730,1
4151000535,0
4156612601,0
4159743249,1
4160304704,0
4163098057,1
4216484400,0
4235019360,1
4238713984,1
4243460200,1
4266874433,1
4268228292,1
4270910576,0
4280119598,0
4284005506,1
4289935877,1
4294049569,1
4296323297,0
4298734272,0
4311352333,1
4313432661,0
4330002457,0
4330348974,0
4330884732,0
4337715872,1
4357106674,0
4360365754,0
4362983755,1
4370918578,1
4375033873,1
4383845757,1
4390025436,0
4395811067,1
4398606501,1
4408439464,0
4416090848,0
4419181308,0
4434382684,1
4436962264,1
4439006117,1
4439705628,0
4451599815,1
4451738770,1
4453457676,0
4460715811,1
4462371503,0
4462465509,0
4466692982,1
4470121127,0
4475548003,0
4480283815,1
4483253746,1
4486923054,1
4489127970,0
4491656146,0
4494739032,0
4501138632,0
4509983348,0
4539789923,0
4540024606,0
4540229268,0
4549241126,1
4549727711,0
4550346881,0
4552842130,0
4553619115,1
4569000879,1
4570702007,1
4571304478,0
4574661863,0
4577530549,1
4580172934,1
4582819475,0
4582917544,0
4587461257,0
4594402409,0
4601634013,0
4629663997,0
4630309441,0
4631637715,1
4644754836,0
4656414030,1
4673509717,0
4674680202,1
4680097118,1
4683003643,1
4689056710,0
4693235612,1
4694943122,1
4695610695,1
4707261959,1
4711794559,0
4719036910,0
4725851214,0
4733152551,1
4758865037,0
4761285567,1
4766226671,0
4787158712,1
4803601197,0
4805518969,0
4807067842,0
4812816493,1
4819212386,1
4825184848,0
4826068884,0
4826710094,1
4828266486,0
4835240683,0
4836527001,0
4843400856,0
4846613603,1
4863909597,0
4881990109,0
4882607776,0
4893025939,1
4894350736,1
4895032489,0
4896198516,1
4899854690,0
4911306507,0
4918608015,0
4919082252,0
4922441697,0
4923406835,0
4927867913,1
4928391793,0
4931530237,0
4943642487,1
4944364139,0
4945787026,1
4950691258,1
4951447565,0
4956686136,0
4960051017,0
4963892596,1
4963977748,1
4985229030,1
4987306831,0
4992147075,0
4993987527,0
4997912883,0
5012359011,0
5014399777,0
5018364823,1
5028851683,0
5032597318,0
5040077948,1
5040792075,0
5043856914,1
5049965630,0
5060784840,0
5066666023,0
5071105855,0
5077440345,0
5079149728,0
5113029149,0
5114051905,0
5123725481,0
5123897701,1
5126069048,1
5126398393,0
5130972624,1
5131626041,0
5138298969,0
5140748666,1
5141816859,0
5141942535,0
5164401969,0
5167387705,0
5171744035,0
5182568232,0
5199868206,0
5223660399,0
5225896618,1
5229835806,0
5230366301,0
5245195799,1
5265682813,1
5271530787,0
5274253035,0
5281167448,1
5285787627,1
5301954101,0
5326584159,1
5327411861,0
5337928073,0
5338591039,0
5345617350,1
5345676438,1
5350560052,1
5350910785,0
5352882829,0
5354317202,1
5362228885,0
5362579427,1
5364862540,0
5366845809,0
5371429144,0
5378356644,0
5378863347,1
5379025966,0
5380580535,1
5381559139,0
5386398797,1
5395604269,1
5397609001,0
5400123029,1
5412180313,0
5414635746,1
5416604883,1
5420835045,1
5423158210,0
5432941017,0
5435383281,0
5452921486,0
5460625315,0
5478399734,1
5486591191,1
5489090793,1
5499909642,1
5506423725,0
5508366306,1
5515698182,1
5526920763,1
5528688019,1
5547213817,0
5551138892,0
5553663343,0
5554430935,0
5558274040,0
5567192558,1
5568975441,1
5573922685,1
5577313212,0
5579495512,0
5583458100,0
5585526193,0
5595896989,0
5598827603,0
5610665008,1
5615803795,1
5621558988,0
5621814180,1
5637350090,0
5644080042,1
5648981296,0
5654277990,1
5659669807,0
5661921123,1
5667090339,1
5671415900,1
5673150904,1
5674475470,1
5675533236,0
5677258110,0
5680076390,1
5700331133,0
5704597466,0
5705255339,1
5716372346,0
5727463651,1
5728197485,1
5734484850,0
5737324588,1
5740249385,0
5748242599,1
5759092684,0
5759692949,1
5762502583,0
5763414211,0
5780348400,1
5783068448,0
5796377819,0
5804547197,0
5805351998,1
5808019107,1
5820857473,0
5847540163,1
5852891097,0
5860496813,1
5888764941,0
5893778216,0
5894795392,0
5898494540,1
5898879624,0
5901882697,0
5907265791,1
5911402103,0
5911665149,1
5921124397,0
5921208645,0
5928441261,1
5942985082,0
5945287717,1
5951436978,0
5983980778,0
5990156133,1
5993241471,0
6010192080,0
6023980172,0
6024042244,1
6027096033,1
6039061130,0
6052283293,1
6070524973,0
6088663327,1
6089093619,1
6089379814,1
6089463475,1
6089525783,0
6090015699,1
6090316886,1
6092953629,1
6093233726,1
6094114869,1
6094140818,1
6094904801,1
6095358912,1
6095399432,1
6095965788,0
6096784665,1
6096883475,1
6097727997,0
6102959658,0
6107607570,1
6117820158,0
6117833575,1
6118394295,1
6119653033,1
6124653151,1
6127133420,1
6128273351,1
6131240640,0
6131439596,0
6137927574,1
6138724556,0
6139247968,0
6141852393,0
6147182985,1
6153233085,0
6157569466,1
6158755025,0
6165164449,0
6170561096,0
6172499595,0
6187686669,0
6209583765,0
6251869628,0
6267577453,0
6268904102,0
6279025089,0
6286766670,1
6289173040,1
6310531921,1
6314021222,0
6318502728,0
6320342095,1
6331096828,1
6333475780,1
6336032930,0
6347116532,0
6403376197,1
6409819869,0
6419656767,1
6427755963,1
6443750117,0
6447170253,0
6452132743,0
6473519689,0
6503016359,0
6520069467,1
6529899669,0
6593403907,0
6626912713,0
6627211077,0
6683842357,0
6709469037,1
6717674755,0
6731277713,0
6732425271,1
6738550643,1
6739681649,1
6749183629,0
6765238201,0
6768728259,1
6773147285,0
6790038291,0
6798091175,0
6801329367,0
6808482052,1
6826563875,0
6851519457,0
6861384027,0
6867623192,1
6878034775,1
6887873096,0
6897677107,1
6910679975,0
6933529726,0
6937496487,1
6940928940,0
6947042703,0
6952806095,0
6955908508,0
6955995229,0
6982673103,0
6985865471,1
6993909918,1
6999234230,0
6999700074,1
7000214334,0
7004564583,1
7005858929,0
7017589053,1
7048569723,0
7052237315,0
7074037045,1
7099396155,0
7100098187,0
7107125671,0
7121316377,0
7124005619,0
7132359311,1
7162738167,0
7165707577,0
7237117510,0
7261744910,1
7263490534,0
7265552560,0
7269700206,0
7282398394,1
7302227696,1
7333337876,0
7333814526,0
7343264988,1
7344555694,0
7349131634,0
7377055640,0
7384107324,0
7394211606,1
7408992520,1
7431852688,0
7466994710,0
7500738898,0
7505346998,0
7522295520,1
7528099074,0
7538813222,0
7538815362,1
7538996562,1
7591858812,1
7604640988,0
7622871188,1
7663648812,1
7700255050,1
7704994370,0
7709686744,0
7749194884,1
7749221060,0
7752338068,1
7803614284,0
7815290694,0
7815924440,0
7824206810,0
7826894062,0
7875941144,1
7881593082,1
7884305960,0
7890590454,0
7896339386,1
7896552942,1
7946166110,0
7949733992,0
7954041588,0
7955418824,0
7970892652,0
7992982826,0
8000241910,0
8010064020,0
8023108474,0
8023349028,1
8027864401,0
8028122874,0
8038814819,0
8056608394,1
8062976459,0
8074935216,0
8078802063,0
8086111389,0
8091261241,0
8115251648,1
8115447329,0
8135493589,0
8138247162,0
8139200425,1
8139720547,1
8141521829,0
8141645442,0
8142265785,1
8142499749,0
8142884001,1
8151228898,0
8151355985,0
8154228477,0
8159573129,0
8172983702,0
8182003290,0
8190993390,0
8194368870,0
8200322353,1
8208176078,0
8217665721,1
8218363355,0
8221101614,1
8221190695,1
8223897954,1
8224315893,0
8228095081,0
8238292577,1
8243291597,0
8246338480,0
8249161249,0
8253651013,0
8264699222,0
8269873109,1
8276065035,0
8296617840,0
8304047126,0
8313677595,1
8313688660,1
8318218940,0
8326366569,0
8327613326,1
8329435841,1
8336508919,0
8347594025,0
8366338069,1
8373351091,0
8379627791,1
8382939160,0
8395723531,0
8396132916,0
8401554919,1
8435109765,0
8450623980,0
8458401098,0
8458586218,0
8459865823,1
8460763701,1
8470902043,0
8475586659,0
8477190678,0
8482953884,0
8508008709,1
8529023927,0
8531522419,0
8535496136,0
8550761069,1
8560459731,0
8566551037,0
8579631111,0
8604177246,0
8613435041,0
8615843111,1
8621306499,0
8621920358,0
8628057709,0
8636995655,0
8644249760,1
8659894365,1
8663511358,1
8669338849,0
8676306254,0
8685340069,0
8688852154,0
8707041834,0
8708439101,0
8713018524,1
8734587489,0
8738468447,1
8743152503,0
8749563649,0
8757799996,1
8766473321,0
8803371113,1
8819384792,0
8835385027,1
8875060381,0
8908975992,0
8931922573,0
8935199183,0
8935697953,1
8935698097,0
8946336088,1
8962494037,1
8967592409,1
9015243130,0
9022102603,0
9048203603,0
9050099931,0
9061695300,0
9090824172,0
9098913547,1
9112466398,1
9120379381,0
9141184280,0
9143565022,1
9148707439,0
9155529408,0
9235562490,0
9248567735,1
9256600593,1
9298343050,0
9299174992,0
9319663617,0
9346160524,0
9347774168,0
9351747189,0
9377974241,0
9418158915,0
9427333557,0
9449887711,1
9456505488,1
9462722353,0
9473154506,1
9491371444,0
9513464937,0
9522186923,0
9567943158,1
9606507187,0
9611161757,0
9612979361,0
9626690915,0
9627779650,0
9634865041,0
9635822788,0
9647993306,0
9702912733,0
9713649715,0
9827845925,0
9833595475,0
10021457945,0
10025866403,0
10035741293,0
10126331405,0
10132291926,0
10214549114,0
10246692933,0
10254817335,1
10256265556,1
10332454235,0
10508574546,1
10569129724,0
10597344223,0
10629463414,1
10667643334,0
10702500873,0
10794983373,1
10812207446,0
10812687383,0
10877953934,0
10915981865,0
11026029086,0
11045218973,0
11089923546,0
11384028286,0
11522177604,0
11546371716,1
11565934865,1
11579715233,1
11605510206,1
11624516446,0
11657013506,1
11721195116,1
11776423504,1
11787859394,0
11802665373,0
11825464205,0
11888198115,0
11996115615,1
11999370063,0
12031205596,1
12340775995,1
12361020945,0
12363296613,1
12405586424,1
12408115134,0
12418619723,1
12454037345,1
12536614434,0
12555494373,1
12570231473,1
12571750463,1
12587382425,0
12598107225,1
12599699673,1
12817866995,0
12837411175,1
12880865243,1
12883386564,0
13029319533,1
13042682645,0
13105990004,0
13221954383,1
13239612834,1
13318391455,0
13507716275,1
13533331533,1
13536350813,1
13623857833,1
13904920452,0
13954952502,0
13992620842,1
